제목,장르,상영시간,개봉일,인기도,평균 평점,평점 수,제작비,수익,제작사,원어,시놉시스,키워드
Hot Naked Sex & the City,['코미디'],78.0,2011-01-01,0.3406,5.4,5.0,5000.0,5000.0,['Purgatory Blues LLC'],en,,"['parody', 'softcore']"
스탠드업,"['드라마', '코미디', '로맨스']",93.0,2011-10-07,0.3853,5.2,17.0,73476.0,134906.0,['Cyclus Producciones'],es,"사춘기 시절, 화장실에서 자위행위를 하며 성에 눈을 뜨고, 이후 빨간 립스틱을 바른 여자를 보면 흥분하는 성적 취향을 갖고 있는 ‘리카르도’. 그는 남부럽지 않을 만큼 방탕한(?) 성생활을 즐기다 빨간 입술의 그녀 ‘블랑카’와 결혼해 1남 1녀를 둔 30대 남자다. 어느 날, 경쟁사의 스카우트를 받아 광고대행사의 광고제작국장 자리로 이직하게 된 그는 계속되는 야근으로 엄청난 업무 스트레스를 받는다. 결국, 건강한 성생활을 즐겼던 그에게 발기부전증세가 찾아와 사랑하는 아내와 섹스를 할 수 없게 되고, 블랑카는 예전처럼 남편 리카르도와의 성생활을 즐기기 위해 여러 가지 방법을 동원해 그곳을 ‘Stand Up’ 시키려 하는데…","['troubled marriage', 'erectile dysfunction']"
மௌன குரு,"['액션', '스릴러']",149.0,2011-12-16,0.4691,7.5,6.0,730000.0,2010000.0,['Mohana Movies'],ta,,[]
Família Vende Tudo,['코미디'],90.0,2011-09-30,0.3316,2.2,4.0,2850000.0,580000.0,['Playarte Pictures'],pt,,[]
魁拔之十万火急,"['애니메이션', '모험', '판타지']",90.0,2011-07-08,0.3318,7.5,18.0,8263717.0,52587293.0,"['Vasoon Animation Co., Ltd.']",zh,,['kuiba']
Вдребезги,['코미디'],89.0,2011-10-06,0.4524,4.4,17.0,400.0,403557.0,['Paradise Production Center'],ru,,[]
Louis C.K.: Live at the Beacon Theater,"['코미디', 'TV 영화']",62.0,2011-12-10,0.4703,7.818,234.0,250000.0,1000000.0,['Pig Newton'],en,,['stand-up comedy']
"Peter Gabriel: New Blood, Live In London",['음악'],162.0,2011-10-24,0.2461,6.3,3.0,100000.0,1000000.0,['Eagle Vision'],en,,['concert']
Viva I Romantici: Il Sogno,"['음악', '다큐멘터리']",0.0,2011-11-22,0.2795,10.0,1.0,50000.0,392000.0,['Ultrasuoni'],it,,"['concert', 'semi-documentary', 'live music', 'music']"
E.T. IN TERRA PAX,"['드라마', '범죄']",89.0,2011-05-27,0.1968,7.3,6.0,100000.0,34007.0,['Kimerafilm'],it,,[]
Nur Kasih The Movie,"['드라마', '로맨스']",93.0,2011-05-19,0.2502,5.5,3.0,680000.0,1200000.0,['Filmscape Sdn Bhd'],ms,,[]
The Story Of Short Stack,"['다큐멘터리', '코미디', '드라마']",67.0,2011-10-28,0.2385,6.5,3.0,2000000.0,14000000.0,['Universal Music Group'],en,,['based on true story']
Mocca: Life Keeps on Turning,"['다큐멘터리', '음악']",80.0,2011-06-06,0.3112,4.8,2.0,5000.0,10000.0,[],en,,['concert']
Bambieffekten,['드라마'],75.0,2011-07-22,0.2768,3.3,3.0,436500.0,33144.0,['Feil Film'],no,,"['suicide', 'found footage', 'weekend getaway']"
Если бы да кабы,"['코미디', '모험']",90.0,2011-05-12,0.1655,6.0,1.0,6000000.0,3000.0,['Lean-M'],ru,,[]
Мантикора,['스릴러'],110.0,2011-02-11,0.1931,1.0,5.0,6000000.0,1756511.0,['Студия Ацидум'],ru,,[]
Yaar Anmulle,"['코미디', '로맨스', '드라마']",143.0,2011-10-07,0.3244,6.8,3.0,2.0,9.0,[],pa,,[]
اخراجی ها ۳,['코미디'],113.0,2011-07-29,0.1776,4.1,11.0,10000.0,100000.0,[],fa,,[]
سعادت آباد,"['드라마', '가족']",90.0,2011-05-16,0.7168,6.5,2.0,100000.0,2000000.0,['Iranian Independents'],fa,,[]
18 cigarrillos y medio,['드라마'],71.0,2011-04-09,0.1592,5.0,2.0,200000.0,2038.0,['Canana'],es,,[]
Bad is Bad,"['드라마', '스릴러', '범죄']",96.0,2011-08-06,0.1405,7.7,3.0,6000.0,50000.0,[],en,,"['rape', 'home invasion', 'haunted by the past', 'criminal duo']"
The Hidden Persuaders,['드라마'],120.0,2011-07-01,0.135,8.0,1.0,50000.0,50000.0,['Dudley Dangerous Productions'],en,,"['manipulation', 'manipulation of the media']"
Swayam krushi,['드라마'],154.0,2011-09-01,0.1135,3.0,1.0,10.0,675.0,['SK Banner'],en,,[]
Nascido das Sombras,"['공포', '스릴러']",0.0,2011-11-12,0.1258,10.0,1.0,1.0,1.0,['Oficinas Tela Brasil'],pt,,['slasher']
Native,"['공포', '미스터리']",0.0,2011-03-09,0.0975,10.0,1.0,50000.0,37997.0,['Real Dreams Entertainment S.r.l.'],it,,[]
Jutro będzie lepiej,"['드라마', '모험']",118.0,2011-11-11,0.1182,6.9,8.0,743416.0,15031.0,['Kid Film'],pl,,['woman director']
Kutsal Damacana: Dracoola,"['코미디', '공포', '판타지']",89.0,2011-01-21,0.1194,2.5,26.0,2500000.0,1116184.0,['İyi Seyirler Film'],tr,,[]
بھائی لوگ,[],150.0,2011-08-31,0.1146,10.0,1.0,50000.0,25000.0,[],ur,,[]
How to Save a Life,['드라마'],84.0,2011-05-01,0.1011,6.5,1.0,41536.0,62875.0,[],en,,[]
어벤져스,"['SF', '액션', '모험']",142.0,2012-04-25,30.0245,7.743,31691.0,220000000.0,1518815515.0,['Marvel Studios'],en,"에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨부터 토르, 헐크, 캡틴 아메리카는 물론, 쉴드의 요원인 블랙 위도우, 호크 아이까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...","['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']"
장고: 분노의 추적자,"['드라마', '서부']",165.0,2012-12-25,26.9919,8.183,26726.0,100000000.0,425368238.0,['The Weinstein Company'],en,"흑인 노예 장고는 착한 사마리아인 같은 독일인 현금사냥꾼 닥터 킹의 도움을 받아 멋진 말을 타고 미국 평원을 달리며 헤어진 아내 브룸힐다를 찾아다니는 총잡이 낭만주의자로 변신한다. 그는 브룸힐다가 미시시피에서 가장 악독한 농장 캔디랜드의 노예로 일하고 있다는 소식을 듣고 농장주 캔디를 찾아간다. 아내를 구해야 하는 분노의 로맨티스트 장고, 그를 돕는 정의의 바운티 헌터 닥터 킹, 그리고 그들의 표적이 된 욕망의 마스터 캔디. 복수의 사슬이 풀리면, 세 남자의 피도 눈물도 없는 대결이 시작된다.","['rescue', 'friendship', 'bounty hunter', 'texas', 'slavery', 'plantation', 'rivalry', 'revenge', 'shootout', 'racism', 'kindness', 'dentist', 'django', 'slave trade', 'aftercreditsstinger', 'black slave', 'agreement', '19th century', 'chattanooga', 'german', 'cotton plantation', 'plantation owner', 'old west', 'western', '1850s', 'mississippi']"
다크 나이트 라이즈,"['액션', '범죄', '드라마', '스릴러']",164.0,2012-07-17,22.1872,7.785,23180.0,250000000.0,1081041287.0,['Syncopy'],en,"배트맨이 조커와의 대결을 끝으로 세상에서 모습을 감춘 8년 후, 하비 덴트의 죽음에 대한 책임을 떠안은 배트맨은 모든 것을 희생하며 떠난다. 범죄방지 덴트법으로 인해 한동안 평화가 지속되던 고담시의 파멸을 예고하며 나타난 마스크를 쓴 잔인한 악당, 최강의 적 베인이 등장한다. 베인은 배트맨이 스스로 택한 유배 생활에 종지부를 찍게 하지만, 다시 돌아온 배트맨에게 베인은 만만한 상대가 아니다. 자신을 거부한 사람들의 고통을 지켜볼 것인가, 정의의 수호자로 나설 것인가. 배트맨은 승패를 알 수 없는 마지막 전투를 시작하려 하는데...","['airplane', 'fight', 'burglar', 'hostage', 'secret identity', 'crime fighter', 'superhero', 'villainess', 'time bomb', 'based on comic', 'cover-up', 'vigilante', 'tragic hero', 'mobile', 'terrorism', 'destruction', 'fighting', 'criminal underworld', 'cat burglar', 'flood']"
호빗: 뜻밖의 여정,"['모험', '판타지', '액션']",169.0,2012-12-12,21.7216,7.359,18744.0,250000000.0,1021103568.0,['New Line Cinema'],en,"호빗족 빌보 배긴스는 어느 날 찾아온 회색의 마법사 간달프로부터 뜻밖의 제안을 받는다. 오래 전 난쟁이족의 영토였지만 무시무시한 용 스마우그에게 빼앗겨 지금은 황무지로 변한 동쪽의 외로운 산 에레보르 왕국을 되찾기 위해 함께 떠나자는 것. 빌보는 전설의 용사 소린이 이끄는 13명의 난쟁이족과 함께 위험 가득한 여정에 오른다. 외로운 산에 가기 위해서 반드시 거쳐야 하는 고블린 동굴에서 일행과 떨어져 헤매던 빌보는 그의 일생을 뒤바꿔놓는 존재인 골룸과 마주치게 되고, 골룸과의 수수께끼 대결 중에 대단한 힘을 지닌 골룸의 보물 절대반지를 얻게 되는데...","['based on novel or book', 'orcs', 'elves', 'dwarf', 'magic', 'horseback riding', 'sword', 'burglar', 'legend', 'riddle', 'mountain', 'contract', 'travel', 'troll', 'creature', 'thunderstorm', 'fantasy world', 'wizard', 'epic battle', 'lost ring', 'journey', 'ring', 'tunnel', 'underground lake', 'buried treasure', 'invisibility', 'quest', 'live action and animation', 'high fantasy', 'sword and sorcery', 'trekking', 'goblins', 'good versus evil', 'creatures', 'fantasy creature', 'amused', 'excited', 'hobbit']"
메리다와 마법의 숲,"['애니메이션', '모험', '코미디', '가족', '액션', '판타지']",102.0,2012-06-21,18.6165,7.02,13572.0,185000000.0,539000000.0,['Walt Disney Pictures'],en,스코틀랜드의 공주 메리다는 부왕 퍼거스와 왕비 엘리노의 관심과 애정 속에 행복한 나날을 보낸다. 유일한 골칫거리는 엄마의 끊임없는 간섭과 참견. 어린 시절부터 활쏘기와 말타기를 더 좋아하는 공주에게 왕국의 공주로서 요구되는 정숙과 위엄은 거추장스러울 뿐이다. 그러던 어느 날 세 부족장의 아들들이 정식으로 공주에게 청혼을 하고 더 이상 참을 수 없어진 메리다는 신랑 후보들에게 망신을 준 뒤 성을 뛰쳐나온다. 금지된 숲을 헤매다 마녀를 만난 그녀는 엄마의 마음을 바꿀 수 있는 마법을 부탁한다. 하지만 자신의 소원 때문에 엄마가 곰으로 변해버리고 엄마를 인간으로 되돌리기 위한 메리다의 모험이 시작된다.,"['witch', 'kingdom', 'scotland', 'rebel', 'bravery', 'villain', 'wish', 'archer', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'insecure', 'quest', 'grim', 'irreverent', 'absurd', 'whimsical', 'derogatory', 'disdainful', 'disgusted', 'disheartening', 'disrespectful', 'frustrated', 'ridiculous']"
몬스터 호텔,"['애니메이션', '코미디', '가족', '판타지']",91.0,2012-09-20,20.8351,6.958,8755.0,85000000.0,358375603.0,['Columbia Pictures'],en,"몬스터들의 유일한 천국, 인간출입금지 몬스터 호텔.  딸바보 드라큐라는 딸 마비스의 118번째 생일을 맞아  프랑켄슈타인, 늑대인간, 미이라, 투명인간 등 몬스터 친구들을 모두 초대한다.  그.런.데! 초대받지 않은 인간소년 조니가 나타나고, 몬스터들은 멘붕 상태에 빠진다.  과연, 몬스터들은 신나는 파티를 즐길 수 있을까?","['hotel', 'witch', 'vampire', 'romance', 'love', 'zombie', 'invisible person', 'duringcreditsstinger', 'nosferatu', 'protective father', 'magical creature', 'philosophical', 'father daughter relationship', 'joyful']"
브레이킹 던 Part 2,"['모험', '판타지', '드라마', '로맨스']",115.0,2012-11-13,20.6911,6.462,9025.0,120000000.0,829747654.0,['Summit Entertainment'],en,"르네즈미를 잉태하면서 죽음의 순간까지 닿았던 벨라는 그녀를 살리기 위한 에드워드의 노력으로 마침내 뱀파이어로 다시 태어나고,  제이콥이 자신의 딸 르네즈미에게 ‘각인’되었다는 사실을 알고 충격에 빠진다.  한편 르네즈미를 뱀파이어에게 위험한 ‘불멸의 아이’라고 판단한 볼투리가는 그녀를 제거하기 위해 군대를 모으기 시작한다.  신이 허락하지 않은 인간과 뱀파이어의 사랑이 불러 온 위험천만한 전운이 컬렌가를 감돌고 벨라와 르네즈미를 지키기 위해 전세계에 흩어져 있는 뱀파이어들을 모은 에드워드는 볼투리의 군대와 최후의 전쟁을 시작하는데...  전세계가 열광하는 매혹적인 판타지 대서사의 화려한 피날레가 마침내 시작된다!","['based on novel or book', 'vampire', 'villainess', 'affectation', 'romance', 'teen movie', 'werewolf', 'supernatural creature', 'super strength', 'imprinting', 'cross breed', 'bloodsucker', 'grudge', 'chief of police', 'wolf pack', 'misinformation', 'seeing the future', 'based on young adult novel']"
주먹왕 랄프,"['가족', '애니메이션', '코미디', '모험']",108.0,2012-11-01,20.0835,7.343,12504.0,165000000.0,471222889.0,['Walt Disney Animation Studios'],en,"8비트 게임 ‘다고쳐 펠릭스’에서 건물을 부수는 악당 주먹왕 랄프. 30년째 매일같이 건물을 부수며 직업에 충실해왔지만, 악당이라는 이유로 누구도 그를 좋아하지 않는다. 모두에게 인정 받는 영웅이 되고 싶은 마음에 급기야 자기 게임을 이탈하여 다른 게임으로 들어가는 랄프! 슈팅게임 ‘히어로즈 듀티’를 거쳐 레이싱 게임 ‘슈가 러시’에 불시착하는 랄프는 과연 게임 세계의 새로운 영웅이 될 수 있을 것인가! 그리고 랄프가 떠난 후 고장 딱지가 붙은 ‘다고쳐 펠릭스’ 게임은 오락실에서 퇴출될 위기를 넘길 수 있을까?","['video game', 'support group', 'villain', 'bullying', 'medal', 'product placement', 'jail', 'racing', 'arcade', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'interrupted wedding', 'social reject', 'escape from jail', 'hoverboard', 'inspirational', 'admiring', 'joyful']"
로렉스,"['애니메이션', '가족']",86.0,2012-03-01,20.0263,6.504,3640.0,70000000.0,349305397.0,['Universal Pictures'],en,"공기도, 풀도, 바람도 모두 인공적으로 만들어낸 최첨단의 도시 스니드빌에 살고 있는 테드는 옆 집에 사는 소녀 오드리를 좋아합니다. 그녀의 마음을 얻을 궁리를 하던 테드는 오드리가 간절히 원하는 것이 지금은 그 어디에서도 볼 수 없는 살아있는 나무라는 것을 알게 됩니다. 그녀를 위해 테드는 나무에 얽힌 비밀을 알고 있는 단 한 사람, 원슬러를 만나러 스니드빌 밖으로의 위험천만한 모험을 떠나기로 결심합니다! 한편 공기와 인공 나무 등을 만들어 파는 최고의 부자이자 스니드빌의 지배자 미스터 오헤어는 테드가 살아있는 나무의 존재를 알게 되는 것을 막기 위해, 덩치 큰 부하들과 첨단 감시 기기 등의 온갖 방법을 동원해 음모를 꾸밉니다. 갖은 고생과 모험 끝에 마침내 황량한 언덕 꼭대기에 있는 원슬러의 오두막에 도착한 테드! 그 곳에서 원슬러가 들려준 이야기는 바로 환상적인 트러풀라 숲과 나무 요정 로렉스에 대한 놀라운 비밀이었는데……","['aftermath', 'tree', 'villain', 'musical', 'family business ', 'money', 'tragic villain', 'consumerism', 'air', ""based on children's book"", 'animal killing', 'walled city', 'reforestation', 'tree cutting', 'mad family', 'clothes factory', 'meme', 'social', 'abused child', 'illumination', 'singing animals', 'fish trio', 'biggering', 'unless']"
잭 리처,"['범죄', '드라마', '스릴러', '액션']",130.0,2012-12-20,16.1078,6.644,7178.0,60000000.0,218300000.0,['Paramount Pictures'],en,"도심 한복판, 6발의 총성과 함께 5명의 시민이 살해되는 사건이 벌어진다.  현장의 모든 증거들이 한 남자를 유일한 용의자로 지목하지만,  그는 자백을 거부한 채 ‘잭 리처를 데려오라’는 메모만을 남긴다.  전직 군 수사관 출신이지만 실제 정체를 아는 이는 누구도 없는 의문의 남자 ‘잭 리처’.  마침내 모습을 드러낸 그는 모든 정황이 완벽해 보이는 사건에 의문을 품고  홀로 진실을 추적하기 위해 나서는데…!  법의 한계를 넘어선 자, ‘잭 리처’  이제 그의 심판이 시작된다!","['sniper', 'coma', 'based on novel or book', 'mass murder', 'detective', 'investigation', 'police chase', 'investigator', 'district attorney', 'defense attorney', 'military police', 'loner', 'framed for murder', 'ex military', 'off the grid', 'mass shooting', 'father daughter relationship', 'army veteran', 'physical evidence', 'intense', 'fist fight', 'gun range']"
프로메테우스,"['SF', '모험', '미스터리']",123.0,2012-05-30,16.4654,6.575,12525.0,130000000.0,403354469.0,['Dune Entertainment'],en,"리플리가 노스트로모호를 타고 에일리언과 접촉하기 30여년 전, 과학자 엘리자베스 쇼와 찰리 할러웨이가 스코틀랜드에서 선사시대 벽화를 발견한다. 이 벽화가 인류를 창조한 외계인들의 위치를 나타내는 지도라는 걸 깨달은 그들은 웨일랜드사가 꾸린 팀과 함께 탐사선 프로메테우스호를 타고 우주로 나아간다. 탐사대는 행성에 착륙하자마자 외계인들이 남긴 거대한 피라미드형 유적을 발견하고, 내부에서 죽은 외계인들의 시체와 마주친다. 엘리자베스는 죽은 외계인의 DNA가 인간의 것과 똑같다는 것을 밝혀내는데...","['android', 'alien', 'space', 'creature', 'spin off', 'creation', 'emergency surgery', 'archaeological dig', 'stasis', 'god complex', 'cave drawing', 'prometheus', 'genetic mutation', 'origins of life', '2090s', 'objective']"
21 점프 스트리트,"['액션', '코미디', '범죄']",109.0,2012-03-14,17.7043,6.879,10448.0,42000000.0,201585328.0,['Columbia Pictures'],en,"고등학교 시절을 전혀 다르게 보낸 운동만 할줄 아는 젠코(채닝 테이텀)와 공부만 할 줄 아는 슈미트(조나 힐). 하지만, 둘다 '프롬(졸업 무도회)'을 못가긴 마찬가지였다. 졸업후 경찰학교에서 다시 만난 이둘은 서로의 약점을 채워주며 둘도 없는 단짝이 된다. 의욕에 불타는 초보 경찰이었지만 결국 곱상한 외모(?)때문에 고등학교 잠복근무로 부서 이동되어 버린다. 신종 약물이 활개치는 '21 점프 스트리트'의 한 고등학교에서 그 시절과는 정 반대의 고교생활이 펼쳐진다.","['drug dealer', 'high school', 'investigation', 'nerd', 'male friendship', 'parody', 'jock', 'crude humor', 'undercover cop', 'high school student', 'police academy', 'buddy cop', 'buddy comedy', 'duringcreditsstinger', 'high school rivalry', 'bicycle cop', 'based on tv series', 'cops', 'party drugs', 'high school classmates']"
레미제라블,"['역사', '드라마']",158.0,2012-12-18,17.6689,7.319,5345.0,61000000.0,442636309.0,['Universal Pictures'],en,"빵 한 조각을 훔친 죄로 19년의 감옥살이를 한 장발장(휴 잭맨). 우연히 만난 신부의 손길 아래 구원을 받고 새로운 삶을 결심한다. 정체를 숨기고 마들렌이라는 새 이름으로 가난한 이들을 도우던 장발장은 운명의 여인, 판틴(앤 해서웨이)과 마주치고, 죽음을 눈앞에 둔 판틴은 자신의 유일한 희망인 딸 코제트(아만다 사이프리드)를 장발장에게 부탁한다. 그러나 코제트를 만나기도 전에 경감 자베르(러셀 크로우)는 장발장의 진짜 정체를 알아차리고, 오래된 누명으로 다시 체포된 장발장은 코제트를 찾아 탈옥을 감행하는데...","['rebellion', 'army', 'robbery', 'france', 'based on novel or book', 'love triangle', 'love at first sight', 'brothel', 'mayor', 'french revolution', 'musical', 'arrest', 'based on play or musical', 'barricade', 'wedding', 'prostitution', 'falling in love', 'corpse', 'parole', 'convict', 'forced prostitution', 'police inspector', 'girl disguised as boy', 'historical drama', '19th century', 'out of wedlock child', 'historical romance', 'death of a child', 'abusive family', 'corrupt businessman', 'indifferent']"
아이스 에이지 4: 대륙 이동설,"['애니메이션', '코미디', '모험', '가족']",88.0,2012-06-27,15.0468,6.381,7733.0,95000000.0,877244782.0,['Blue Sky Studios'],en,"격돌! 드디어 적수를 만나다!!  쩍! 갈라진 대륙과 바다, 딱! 마주친 빙하 해적단!  다람쥐 스크랫의 도토리를 향한 엄청난 집념이 지구의 운명마저 바꿔놓는 초대형 사고로 이어지면서, 대륙이 쩍쩍 갈라지기 시작한다.  갑작스러운 대륙 이동으로 살 곳을 잃어버린 매니, 디에고, 시드는 빙하를 배 삼아 정처 없이 떠돌던 중, 무시무시한 해적단과 마주치게 되는데…","['villain', 'sequel', 'prehistory', 'seal (animal)', 'aftercreditsstinger', 'duringcreditsstinger', 'melting ice', 'floating ice', 'land bridge', 'era', 'glaciale']"
19곰 테드,"['코미디', '판타지']",107.0,2012-06-29,17.1383,6.446,12570.0,50000000.0,549368315.0,['Universal Pictures'],en,"전세계를 홀린 진정한 짐승남이 온다!  애 같은 남자와 남자 같은 곰의 발칙한 우정!  어린 시절, 왕따에게도 왕따를 당하던 존(마크 월버그)의 소원을 통해 생명을 얻은 곰인형 테드(세스 맥팔레인)! 말하고 걷는 곰인형 테드는 전세계적인 스타가 된다. 그러나 세월에는 장사가 없는 법. 대중에게 잊혀진 스타 테드는 취미 음주가무, 특기 여자 꼬시기인 백수 한량으로 전락한다. 곰인형 외모에 어울리지 않는 음담패설과 욕설을 일삼는 발칙한 곰 테드와 27년째 그와 죽고 못사는 절친 존! 참다 못한 존의 여자친구 로리(밀라 쿠니스)는 남친의 미래를 위해 극약처방을 선택하는데…  “테드, 내 남친 옆에서 좀 꺼져 줄래?”","['friendship', 'dreams', 'love', 'buddy', 'teddy bear', 'toy comes to life', 'wishes come true']"
마다가스카 3: 이번엔 서커스다!,"['애니메이션', '가족', '코미디', '모험']",93.0,2012-06-06,16.9483,6.611,6254.0,145000000.0,746921274.0,['DreamWorks Animation'],en,"몬테카를로에 잠시 다녀온다더니 영영 무소식인 펭귄일행을 기다리며  아프리카에서 하루하루 고향 뉴욕에 대한 향수에 취해있는 ‘알렉스’(사자), ‘마티’(얼룩말), ‘멜먼’(기린), ‘글로리아’(하마).  결국 뉴욕행을 결심하고, 함께 돌아가기 위해 펭귄 일행을 찾아 몬테카를로로 향한다.  하지만 펭귄 일행과 만나기가 무섭게 동물 통제 관리국 ‘캡틴 듀브아’에게 쫓기는 신세가 된 뉴요커 4인방.  그녀의 맹추격 속 위기에 몰린 이들은 우연히 만난 유럽 서커스단 ‘비탈리’(호랑이), ‘지아’(재규어), ‘스테파노’(바다사자)에게 자신들이 미국 뉴욕의 서커스단이라고 속여 기차를 얻어 타고서야 겨우 위기를 모면하게 된다.  듀브아와의 추격전에 비행기는 망가지고 뉴욕으로 돌아갈 방법이 없어져 좌절하던 4인방은 유럽 서커스단의 공연이 성공적이면 유럽을 넘어 미국 뉴욕으로 갈 수 있다는 말에 이들과 함께할 것을 결심한다.  마침내 로마에서의 첫 공연!  하지만 기대와 달리 기술도 의욕도 평균 이하인 유럽 서커스단의 공연에 뉴요커 4인방의 희망은 절망으로 바뀌고 만다.  뉴욕으로 가기 위해서는 어떻게든 서커스를 성공시켜야 하는 상황!  알렉스는 지금까지 해왔던 서커스가 아닌 새롭고 창의적인 공연을 해보자고 제안한다.  이에 유럽 서커스단과 뉴요커 4인방은 모두 함께 힘을 합쳐  전에 없던 놀랍고, 환상적인 서커스 공연을 준비하기 시작하는데…","['friendship', 'circus', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'cartoon', 'villain', 'zebra', 'slapstick comedy', 'madagascar', 'animals', 'lemur', 'talking animal']"
헝거게임: 판엠의 불꽃,"['SF', '모험', '판타지']",142.0,2012-03-12,16.7766,7.215,22343.0,75000000.0,694394724.0,['Lionsgate'],en,"12개의 구역으로 이루어진 독재국가 판엠이 체제를 유지하기 위해 만든 생존 전쟁 헝거게임. 일년에 한번 각 구역에서 추첨을 통해 두 명을 선발, 총 24명이 생존을 겨루게 되는 것. 헝거게임의 추첨식에서 캣니스는 어린 여동생의 이름이 호명되자 동생을 대신해 참가를 자청하며 주목을 받는다. 과거 자신을 위기에서 구해줬던 피타 역시 선발되어 미묘한 감정에 휩싸인다. 캣니스는 금지구역에서 함께 사냥했던 게일에게 가족을 부탁하며 생존을 겨루게 될 판엠의 수도 캐피톨로 향하는데...","['based on novel or book', 'revolution', 'dystopia', 'female protagonist', 'bow and arrow', 'game', 'archery', 'death match', 'survival competition', 'forced to kill', 'based on young adult novel']"
대디 보이,"['코미디', '드라마']",116.0,2012-06-14,16.1601,5.831,2007.0,70000000.0,58100000.0,['Relativity Media'],en,10대 때 사고를 쳐 한 아이의 아빠가 된 도니! 그는 아들과 상관없이 방탕한 생활을 즐기며 살다가 어느 날 아들의 결혼 소식을 듣게 된다. 결혼 준비로 바쁜 아들! 그런 아들을 데리고 다니며 아버지는 시종일관 사고를 친다.,"['talk show', 'older woman seduces younger guy', ""women's prison"", 'strip club', 'drinking', 'prison sentence', 'single father', 'teacher student relationship', 'troubled childhood', 'tax evasion', 'estranged son', '1980s', 'unplanned pregnancy', 'father son conflict', 'imminent wedding']"
맨 인 블랙 3,"['액션', '코미디', 'SF']",106.0,2012-05-23,12.8639,6.528,10464.0,225000000.0,624000000.0,['Columbia Pictures'],en,"알 수 없는 사건으로 현실이 뒤바뀌고 외계인의 공격으로 위험에 빠진 지구. 게다가 MIB 소속 베테랑 요원 ‘케이(토미 리 존스)’는 하룻밤 사이에 감쪽같이 사라진다. 모든 것을 원래대로 되돌릴 수 있는 사건의 열쇠를 쥐고 있는 유일한 사람은 ‘케이’뿐인데…  사라진 파트너를 찾고 그동안 감춰졌던 우주의 비밀을 캐내기 위해 ‘제이(윌 스미스)’요원은 과거로 위험한 시간여행을 떠나게 되고, 그 곳에서 심하게 젊은(?) ‘케이(조쉬 브롤린)’와 마주하게 된다.  이제 이 둘은 24시간 안에 우주의 비밀을 풀고 현재로 돌아와야만 하는 MIB 사상 최고의 미션에 도전하게 되는데!","['time travel', 'time machine', 'based on comic', 'alien', 'buddy cop', 'fictional government agency', 'seeing the future', 'changing history']"
독재자,['코미디'],83.0,2012-05-15,13.341,6.199,5994.0,65000000.0,179379533.0,['Paramount Pictures'],en,가상 중동 공화국인 와디야의 독재자 알라딘 장군은 미국을 방문하던 중 삼촌의 계략으로 대역과 바꿔치기 되면서 다시 독재자의 위치를 찾기 위해 고군분투하는 이야기,"['petrol', 'culture clash', 'dictator', ""coup d'etat"", 'satire', 'parody', 'uncle', 'conspiracy', 'female soldier', 'united nations', 'weapon of mass destruction', 'dissident', 'grocery store', 'identity swap', 'ironic', 'hilarious']"
배틀쉽,"['스릴러', '액션', '모험', 'SF']",131.0,2012-04-11,14.7771,5.865,5608.0,209000000.0,303025485.0,['Bluegrass Films'],en,"전 세계 해군들이 한데 모여 훈련하는 림팩 다국적 해상 훈련. 해상 합동 훈련 첫날, 태평양 한 가운데에서 정체불명의 물체가 발견되고 쉐인 함장(리암 니슨)은 수색팀을 파견한다.  괴물체에 접근한 하퍼 대위(테일러 키취)가 몸체에 손을 가져다 댄 순간, 엄청난 충격과 함께 괴물체는 자신들을 보호하기 위한 거대한 장벽을 구축한다. 레이더도 통하지 않고, 부딪히는 순간 모든 걸 파괴시키는 엄청난 위력의 장벽을 시작으로 지구를 향한 대규모 선재 공격을 감행하는 외계의 존재들!  목적 조차 알 수 없는 그들의 엄청난 공격에 평화롭던 지구는 순식간에 초토화 되기 시작하고, 이들로부터 지구를 구하기 위해 육해공을 넘나드는 전 세계 연합군의 합동 작전이 펼쳐지는데…  정체를 알 수 없는 외계 존재와 전 세계 다국적 연합 군함의 전면전이 드넓은 바다 한가운데에서 시작된다!","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'football (soccer)', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'aftercreditsstinger', 'naval warfare', 'uss missouri', 'based on board game']"
